MessageSequentialID;StorageDate;FromIdentity;ToIdentity;Message;MessageOriginator
74922;2018-02-02 14:43:15.18 -02:00;carnabelo@msging.net;1774738775929892@messenger.gw.msging.net;"Vem pra folia boa!!!  🎉  
Te espero lá.. Não se esqueça de levar sua animação e alegria!";Bot
74924;2018-02-02 14:43:16.22 -02:00;carnabelo@msging.net;1774738775929892@messenger.gw.msging.net;Quando estiver quase na hora te chamo por aqui para o Abre-te Sésamo.  👍;Bot
74929;2018-02-02 14:43:20.04 -02:00;carnabelo@msging.net;1607365502678772@messenger.gw.msging.net;"    🎵 Ô leva eu, LEva LEva 
Te espero lá.. Não se esqueça de levar sua animação e alegria!";Bot
74931;2018-02-02 14:43:21.09 -02:00;carnabelo@msging.net;1607365502678772@messenger.gw.msging.net;Quando estiver quase na hora te chamo por aqui para o Abre-te Sésamo.  👍;Bot
74934;2018-02-02 14:43:25.34 -02:00;1607365502678772@messenger.gw.msging.net;carnabelo@msging.net;MenuHoje;User
74936;2018-02-02 14:43:27.06 -02:00;carnabelo@msging.net;1607365502678772@messenger.gw.msging.net;"Isso ai!!! 😀
Não perca tempo, pq o bloco ja está saindo.  Corre que dá tempo!! 🎭";Bot
74938;2018-02-02 14:43:28.23 -02:00;1774738775929892@messenger.gw.msging.net;carnabelo@msging.net;MenuMeusBlocos;User
74944;2018-02-02 14:43:32.70 -02:00;carnabelo@msging.net;1607365502678772@messenger.gw.msging.net;A concentração do Abre-te Sésamo vai ser na 👉 Praça Rio Branco - Centro (Praça da Rodoviária), 741 👈;Bot
74949;2018-02-02 14:43:40.52 -02:00;1774738775929892@messenger.gw.msging.net;carnabelo@msging.net;📅 Agenda;User
74952;2018-02-02 14:43:46.24 -02:00;1607365502678772@messenger.gw.msging.net;carnabelo@msging.net;Outros blocos;User
74954;2018-02-02 14:43:47.26 -02:00;1774738775929892@messenger.gw.msging.net;carnabelo@msging.net;04/02/2018;User
74957;2018-02-02 14:43:48.85 -02:00;carnabelo@msging.net;1774738775929892@messenger.gw.msging.net;Dê uma olhada em alguns bairros que vão ter blocos 👇 . ;Bot
74960;2018-02-02 14:43:53.16 -02:00;1607365502678772@messenger.gw.msging.net;carnabelo@msging.net;10/02/2018;User
74962;2018-02-02 14:43:54.62 -02:00;carnabelo@msging.net;1607365502678772@messenger.gw.msging.net;Dê uma olhada em alguns bairros que vão ter blocos 👇 . ;Bot
74969;2018-02-02 14:43:59.39 -02:00;carnabelo@msging.net;1774738775929892@messenger.gw.msging.net;Olha os blocos que encontrei para vc 👀 ;Bot
74975;2018-02-02 14:44:06.28 -02:00;carnabelo@msging.net;1607365502678772@messenger.gw.msging.net;Olha os blocos que encontrei para vc 👀 ;Bot
74979;2018-02-02 14:44:45.24 -02:00;1953250674703033@messenger.gw.msging.net;carnabelo@msging.net;que tiro foi esse;User
74983;2018-02-02 14:44:47.13 -02:00;carnabelo@msging.net;1953250674703033@messenger.gw.msging.net;kkkkk;Bot
74985;2018-02-02 14:44:48.13 -02:00;carnabelo@msging.net;1953250674703033@messenger.gw.msging.net;Falando de música.. .🎧   🎤 ;Bot
74987;2018-02-02 14:44:49.15 -02:00;carnabelo@msging.net;1953250674703033@messenger.gw.msging.net;"Separei uma playlist entrar no clima do carnaval. 😎
";Bot
74995;2018-02-02 14:45:54.28 -02:00;1729886800408813@messenger.gw.msging.net;carnabelo@msging.net;quero beijar;User
74997;2018-02-02 14:45:55.67 -02:00;carnabelo@msging.net;1607365502678772@messenger.gw.msging.net;"Vem pra folia boa!!!  🎉  
Te espero lá.. Não se esqueça de levar sua animação e alegria!";Bot
75000;2018-02-02 14:45:56.70 -02:00;carnabelo@msging.net;1607365502678772@messenger.gw.msging.net;Quando estiver quase na hora te chamo por aqui para o Transa! - Atrás do trio elétrico.  👍;Bot
75003;2018-02-02 14:45:58.23 -02:00;1729886800408813@messenger.gw.msging.net;carnabelo@msging.net;me responde;User
75007;2018-02-02 14:46:09.53 -02:00;1729886800408813@messenger.gw.msging.net;carnabelo@msging.net;nem o robô me responde;User
75008;2018-02-02 14:46:09.88 -02:00;1607365502678772@messenger.gw.msging.net;carnabelo@msging.net;MenuDicas;User
75013;2018-02-02 14:46:18.72 -02:00;1607365502678772@messenger.gw.msging.net;carnabelo@msging.net;#NOME?;User
75016;2018-02-02 14:46:21.77 -02:00;1729886800408813@messenger.gw.msging.net;carnabelo@msging.net;MenuAgenda;User
75019;2018-02-02 14:46:26.42 -02:00;1607365502678772@messenger.gw.msging.net;carnabelo@msging.net;#NOME?;User
75022;2018-02-02 14:46:29.65 -02:00;1729886800408813@messenger.gw.msging.net;carnabelo@msging.net;02/02/2018;User
75024;2018-02-02 14:46:31.00 -02:00;carnabelo@msging.net;1729886800408813@messenger.gw.msging.net;Dê uma olhada em alguns bairros que vão ter blocos 👇 . ;Bot
75026;2018-02-02 14:46:31.60 -02:00;1607365502678772@messenger.gw.msging.net;carnabelo@msging.net;#NOME?;User
75029;2018-02-02 14:46:32.80 -02:00;carnabelo@msging.net;1607365502678772@messenger.gw.msging.net;Em grupos grandes fique sempre atento aos seus parceiros. Se se perder, não se desespere. ;Bot
75032;2018-02-02 14:46:42.69 -02:00;1729886800408813@messenger.gw.msging.net;carnabelo@msging.net;agenda;User
75038;2018-02-02 14:46:53.83 -02:00;1729886800408813@messenger.gw.msging.net;carnabelo@msging.net;03/02/2018;User
75040;2018-02-02 14:46:55.40 -02:00;carnabelo@msging.net;1729886800408813@messenger.gw.msging.net;Dê uma olhada em alguns bairros que vão ter blocos 👇 . ;Bot
75045;2018-02-02 14:47:19.50 -02:00;carnabelo@msging.net;1729886800408813@messenger.gw.msging.net;Olha os blocos que encontrei para vc 👀 ;Bot
75050;2018-02-02 14:47:36.00 -02:00;carnabelo@msging.net;1729886800408813@messenger.gw.msging.net;Olha os blocos que encontrei para vc 👀 ;Bot
75111;2018-02-02 14:47:52.97 -02:00;carnabelo@msging.net;1729886800408813@messenger.gw.msging.net;Olha os blocos que encontrei para vc 👀 ;Bot
75114;2018-02-02 14:48:08.04 -02:00;1729886800408813@messenger.gw.msging.net;carnabelo@msging.net;quero transar;User
75116;2018-02-02 14:48:10.33 -02:00;carnabelo@msging.net;1729886800408813@messenger.gw.msging.net;"Vai alongar a folia de maneira mais quente🔥? Não esqueça a camisinha! Já tem muito Enzo e Valentina por aí!
";Bot
75124;2018-02-02 14:48:36.55 -02:00;1729886800408813@messenger.gw.msging.net;carnabelo@msging.net;Menu;User
75127;2018-02-02 14:48:54.58 -02:00;1729886800408813@messenger.gw.msging.net;carnabelo@msging.net;MenuAgenda;User
75130;2018-02-02 14:48:57.05 -02:00;1590315874415099@messenger.gw.msging.net;carnabelo@msging.net;Começar;User
75133;2018-02-02 14:48:58.85 -02:00;carnabelo@msging.net;1590315874415099@messenger.gw.msging.net;E ai Henrique Torquato, o carnaval de BH já começou 🎉 🎭;Bot
75134;2018-02-02 14:49:01.84 -02:00;carnabelo@msging.net;1590315874415099@messenger.gw.msging.net;Se você não sabe onde ir, posso te ajudar com isso.;Bot
75136;2018-02-02 14:49:03.88 -02:00;1729886800408813@messenger.gw.msging.net;carnabelo@msging.net;09/02/2018;User
75139;2018-02-02 14:49:05.29 -02:00;carnabelo@msging.net;1729886800408813@messenger.gw.msging.net;Dê uma olhada em alguns bairros que vão ter blocos 👇 . ;Bot
75144;2018-02-02 14:49:09.64 -02:00;1590315874415099@messenger.gw.msging.net;carnabelo@msging.net;tudo;User
75146;2018-02-02 14:49:11.15 -02:00;carnabelo@msging.net;1590315874415099@messenger.gw.msging.net;🎵 Que tiro foi esse que tá um arraso?!  😎;Bot
75148;2018-02-02 14:49:12.15 -02:00;carnabelo@msging.net;1590315874415099@messenger.gw.msging.net;Dançar, Beber e Beijar! Folia boa, folia gostosa, folia marota... Isso é carnaval!! 🎭;Bot
75150;2018-02-02 14:49:16.33 -02:00;carnabelo@msging.net;1590315874415099@messenger.gw.msging.net;"Tenho essas opções para te ajudar a encontrar um bloquinho de carnaval⬇
";Bot
75154;2018-02-02 14:49:33.39 -02:00;1590315874415099@messenger.gw.msging.net;carnabelo@msging.net;MenuAgenda;User
75157;2018-02-02 14:49:34.02 -02:00;carnabelo@msging.net;1729886800408813@messenger.gw.msging.net;Olha os blocos que encontrei para vc 👀 ;Bot
75161;2018-02-02 14:49:38.44 -02:00;1590315874415099@messenger.gw.msging.net;carnabelo@msging.net;02/02/2018;User
75163;2018-02-02 14:49:40.02 -02:00;carnabelo@msging.net;1590315874415099@messenger.gw.msging.net;Dê uma olhada em alguns bairros que vão ter blocos 👇 . ;Bot
75169;2018-02-02 14:49:45.05 -02:00;carnabelo@msging.net;1729886800408813@messenger.gw.msging.net;Olha os blocos que encontrei para vc 👀 ;Bot
75175;2018-02-02 14:49:49.41 -02:00;carnabelo@msging.net;1590315874415099@messenger.gw.msging.net;Olha os blocos que encontrei para vc 👀 ;Bot
75183;2018-02-02 14:49:58.15 -02:00;carnabelo@msging.net;1729886800408813@messenger.gw.msging.net;Olha os blocos que encontrei para vc 👀 ;Bot
75187;2018-02-02 14:49:59.84 -02:00;carnabelo@msging.net;1590315874415099@messenger.gw.msging.net;A concentração do Abre-te Sésamo vai ser na 👉 Praça Rio Branco - Centro (Praça da Rodoviária), 741 👈;Bot
75193;2018-02-02 14:51:29.35 -02:00;850644095060384@messenger.gw.msging.net;carnabelo@msging.net;Começar;User
75195;2018-02-02 14:51:30.91 -02:00;carnabelo@msging.net;850644095060384@messenger.gw.msging.net;E ai Christian Andrade, o carnaval de BH já começou 🎉 🎭;Bot
75197;2018-02-02 14:51:33.90 -02:00;carnabelo@msging.net;850644095060384@messenger.gw.msging.net;Se você não sabe onde ir, posso te ajudar com isso.;Bot
75205;2018-02-02 14:51:58.12 -02:00;850644095060384@messenger.gw.msging.net;carnabelo@msging.net;📅 Agenda;User
75207;2018-02-02 14:52:02.40 -02:00;carnabelo@msging.net;850644095060384@messenger.gw.msging.net;"Tenho essas opções para te ajudar a encontrar um bloquinho de carnaval⬇
";Bot
75210;2018-02-02 14:52:19.56 -02:00;850644095060384@messenger.gw.msging.net;carnabelo@msging.net;MenuAgenda;User
75213;2018-02-02 14:52:29.12 -02:00;655467134577174@messenger.gw.msging.net;carnabelo@msging.net;Começar;User
75214;2018-02-02 14:52:28.58 -02:00;850644095060384@messenger.gw.msging.net;carnabelo@msging.net;04/02/2018;User
75218;2018-02-02 14:52:29.99 -02:00;carnabelo@msging.net;850644095060384@messenger.gw.msging.net;Dê uma olhada em alguns bairros que vão ter blocos 👇 . ;Bot
75219;2018-02-02 14:52:30.72 -02:00;carnabelo@msging.net;655467134577174@messenger.gw.msging.net;E ai Sabrina Helen, o carnaval de BH já começou 🎉 🎭;Bot
75223;2018-02-02 14:52:33.72 -02:00;carnabelo@msging.net;655467134577174@messenger.gw.msging.net;Se você não sabe onde ir, posso te ajudar com isso.;Bot
75277;2018-02-02 14:52:48.70 -02:00;655467134577174@messenger.gw.msging.net;carnabelo@msging.net;beber;User
75280;2018-02-02 14:52:49.98 -02:00;carnabelo@msging.net;655467134577174@messenger.gw.msging.net;"🎵 Você pensa que cachaça é água?
Cachaça não é água não.🍺
";Bot
75283;2018-02-02 14:52:51.00 -02:00;carnabelo@msging.net;655467134577174@messenger.gw.msging.net;Beber pode? Claro que pode!! Se for catuaçaÍ, melhor ainda.. só não pode dirigir depois, hein? 🚕 🚎 🚈;Bot
75285;2018-02-02 14:52:50.74 -02:00;carnabelo@msging.net;850644095060384@messenger.gw.msging.net;Olha os blocos que encontrei para vc 👀 ;Bot
75290;2018-02-02 14:52:55.14 -02:00;carnabelo@msging.net;655467134577174@messenger.gw.msging.net;"Tenho essas opções para te ajudar a encontrar um bloquinho de carnaval⬇
";Bot
75294;2018-02-02 14:53:37.61 -02:00;1703871992985036@messenger.gw.msging.net;carnabelo@msging.net;Começar;User
75296;2018-02-02 14:53:39.15 -02:00;carnabelo@msging.net;1703871992985036@messenger.gw.msging.net;E ai Tássia Rabelo, o carnaval de BH já começou 🎉 🎭;Bot
75298;2018-02-02 14:53:42.16 -02:00;carnabelo@msging.net;1703871992985036@messenger.gw.msging.net;Se você não sabe onde ir, posso te ajudar com isso.;Bot
75301;2018-02-02 14:53:51.88 -02:00;1703871992985036@messenger.gw.msging.net;carnabelo@msging.net;dancar;User
75303;2018-02-02 14:53:53.27 -02:00;carnabelo@msging.net;1703871992985036@messenger.gw.msging.net;"🎵   Se preparaaaa, vou dançar, presta atenção 🕺
";Bot
75306;2018-02-02 14:53:54.27 -02:00;carnabelo@msging.net;1703871992985036@messenger.gw.msging.net;Não existe época melhor para dançar e se divertir com sua família e amigos.;Bot
75309;2018-02-02 14:53:58.39 -02:00;carnabelo@msging.net;1703871992985036@messenger.gw.msging.net;"Tenho essas opções para te ajudar a encontrar um bloquinho de carnaval⬇
";Bot
75314;2018-02-02 14:54:06.75 -02:00;1703871992985036@messenger.gw.msging.net;carnabelo@msging.net;MenuAgenda;User
75317;2018-02-02 14:54:13.96 -02:00;1703871992985036@messenger.gw.msging.net;carnabelo@msging.net;10/02/2018;User
75319;2018-02-02 14:54:15.82 -02:00;carnabelo@msging.net;1703871992985036@messenger.gw.msging.net;Dê uma olhada em alguns bairros que vão ter blocos 👇 . ;Bot
75322;2018-02-02 14:54:18.71 -02:00;2132001316817479@messenger.gw.msging.net;carnabelo@msging.net;sbc;User
75324;2018-02-02 14:54:21.12 -02:00;carnabelo@msging.net;2132001316817479@messenger.gw.msging.net;Dá uma olhada no que encontrei para você 👀;Bot
75329;2018-02-02 14:54:29.56 -02:00;carnabelo@msging.net;1703871992985036@messenger.gw.msging.net;Olha os blocos que encontrei para vc 👀 ;Bot
75332;2018-02-02 14:54:37.76 -02:00;2132001316817479@messenger.gw.msging.net;carnabelo@msging.net;funk you;User
75337;2018-02-02 14:54:41.30 -02:00;carnabelo@msging.net;1703871992985036@messenger.gw.msging.net;Olha os blocos que encontrei para vc 👀 ;Bot
75342;2018-02-02 14:54:58.30 -02:00;1703871992985036@messenger.gw.msging.net;carnabelo@msging.net;MenuAgenda;User
75345;2018-02-02 14:55:03.35 -02:00;1703871992985036@messenger.gw.msging.net;carnabelo@msging.net;11/02/2018;User
75347;2018-02-02 14:55:05.01 -02:00;carnabelo@msging.net;1703871992985036@messenger.gw.msging.net;Dê uma olhada em alguns bairros que vão ter blocos 👇 . ;Bot
75355;2018-02-02 14:55:14.56 -02:00;carnabelo@msging.net;1703871992985036@messenger.gw.msging.net;Olha os blocos que encontrei para vc 👀 ;Bot
75359;2018-02-02 14:55:26.95 -02:00;carnabelo@msging.net;1703871992985036@messenger.gw.msging.net;Olha os blocos que encontrei para vc 👀 ;Bot
75364;2018-02-02 14:55:37.92 -02:00;carnabelo@msging.net;1703871992985036@messenger.gw.msging.net;"Vem pra folia boa!!!  🎉  
Te espero lá.. Não se esqueça de levar sua animação e alegria!";Bot
75366;2018-02-02 14:55:38.96 -02:00;carnabelo@msging.net;1703871992985036@messenger.gw.msging.net;Quando estiver quase na hora te chamo por aqui para o Bloco do Batiza.  👍;Bot
75369;2018-02-02 14:55:47.30 -02:00;1703871992985036@messenger.gw.msging.net;carnabelo@msging.net;MenuMeusBlocos;User
75472;2018-02-02 14:58:43.62 -02:00;2017534551605241@messenger.gw.msging.net;carnabelo@msging.net;Começar;User
75476;2018-02-02 14:58:45.65 -02:00;carnabelo@msging.net;2017534551605241@messenger.gw.msging.net;E ai Juliano Braz, o carnaval de BH já começou 🎉 🎭;Bot
75480;2018-02-02 14:58:48.64 -02:00;carnabelo@msging.net;2017534551605241@messenger.gw.msging.net;Se você não sabe onde ir, posso te ajudar com isso.;Bot
75483;2018-02-02 14:58:49.23 -02:00;2017534551605241@messenger.gw.msging.net;carnabelo@msging.net;📅 Agenda;User
75486;2018-02-02 14:58:56.02 -02:00;carnabelo@msging.net;2017534551605241@messenger.gw.msging.net;"Tenho essas opções para te ajudar a encontrar um bloquinho de carnaval⬇
";Bot
75494;2018-02-02 14:59:15.99 -02:00;2017534551605241@messenger.gw.msging.net;carnabelo@msging.net;MenuEnviarLocal;User
75499;2018-02-02 14:59:27.37 -02:00;carnabelo@msging.net;2017534551605241@messenger.gw.msging.net;Fiquei sabendo que perto daí tem uns blocos que não dá para perder👇;Bot
75507;2018-02-02 14:59:43.56 -02:00;carnabelo@msging.net;2017534551605241@messenger.gw.msging.net;A concentração do Filhos de Olorum vai ser na 👉 Rua Magnólia, 1114 👈;Bot
75514;2018-02-02 14:59:48.72 -02:00;2017534551605241@messenger.gw.msging.net;carnabelo@msging.net;eu vou;User
75517;2018-02-02 14:59:52.51 -02:00;carnabelo@msging.net;2017534551605241@messenger.gw.msging.net;"    🎵 Ô leva eu, LEva LEva 
Te espero lá.. Não se esqueça de levar sua animação e alegria!";Bot
75520;2018-02-02 14:59:53.54 -02:00;carnabelo@msging.net;2017534551605241@messenger.gw.msging.net;Quando estiver quase na hora te chamo por aqui para o Filhos de Olorum.  👍;Bot
75525;2018-02-02 15:00:10.65 -02:00;2017534551605241@messenger.gw.msging.net;carnabelo@msging.net;MenuDicas;User
75534;2018-02-02 15:00:19.07 -02:00;2017534551605241@messenger.gw.msging.net;carnabelo@msging.net;#NOME?;User
75537;2018-02-02 15:00:25.45 -02:00;2017534551605241@messenger.gw.msging.net;carnabelo@msging.net;#NOME?;User
75541;2018-02-02 15:00:29.58 -02:00;2017534551605241@messenger.gw.msging.net;carnabelo@msging.net;#NOME?;User
75544;2018-02-02 15:00:30.83 -02:00;carnabelo@msging.net;2017534551605241@messenger.gw.msging.net;Em grupos grandes fique sempre atento aos seus parceiros. Se se perder, não se desespere. ;Bot
75548;2018-02-02 15:00:46.61 -02:00;2017534551605241@messenger.gw.msging.net;carnabelo@msging.net;#NOME?;User
75550;2018-02-02 15:00:47.89 -02:00;carnabelo@msging.net;2017534551605241@messenger.gw.msging.net;"Bolsas pequenas e com fechos. 👛
Ou doleira, é brega, mas é útil, pois você não fica neurado com roubo e só dança feliz.
";Bot
75555;2018-02-02 15:00:58.63 -02:00;2017534551605241@messenger.gw.msging.net;carnabelo@msging.net;MenuDicas;User
75561;2018-02-02 15:01:03.27 -02:00;2017534551605241@messenger.gw.msging.net;carnabelo@msging.net;Menu 🏠;User
75564;2018-02-02 15:01:07.69 -02:00;2017534551605241@messenger.gw.msging.net;carnabelo@msging.net;MenuHoje;User
75566;2018-02-02 15:01:09.36 -02:00;carnabelo@msging.net;2017534551605241@messenger.gw.msging.net;"Isso ai!!! 😀
Não perca tempo, pq o bloco ja está saindo.  Corre que dá tempo!! 🎭";Bot
75570;2018-02-02 15:01:12.25 -02:00;1410060292437658@messenger.gw.msging.net;carnabelo@msging.net;Começar;User
75572;2018-02-02 15:01:13.92 -02:00;carnabelo@msging.net;1410060292437658@messenger.gw.msging.net;E ai Alana Ramalho, o carnaval de BH já começou 🎉 🎭;Bot
75574;2018-02-02 15:01:16.92 -02:00;carnabelo@msging.net;1410060292437658@messenger.gw.msging.net;Se você não sabe onde ir, posso te ajudar com isso.;Bot
75596;2018-02-02 15:02:11.76 -02:00;1410060292437658@messenger.gw.msging.net;carnabelo@msging.net;tudo;User
75598;2018-02-02 15:02:13.12 -02:00;carnabelo@msging.net;1410060292437658@messenger.gw.msging.net;🎵 Que tiro foi esse que tá um arraso?!  😎;Bot
75600;2018-02-02 15:02:14.12 -02:00;carnabelo@msging.net;1410060292437658@messenger.gw.msging.net;Dançar, Beber e Beijar! Folia boa, folia gostosa, folia marota... Isso é carnaval!! 🎭;Bot
75602;2018-02-02 15:02:18.26 -02:00;carnabelo@msging.net;1410060292437658@messenger.gw.msging.net;"Tenho essas opções para te ajudar a encontrar um bloquinho de carnaval⬇
";Bot
75608;2018-02-02 15:02:34.14 -02:00;1410060292437658@messenger.gw.msging.net;carnabelo@msging.net;MenuHoje;User
75610;2018-02-02 15:02:35.87 -02:00;carnabelo@msging.net;1410060292437658@messenger.gw.msging.net;"Isso ai!!! 😀
Não perca tempo, pq o bloco ja está saindo.  Corre que dá tempo!! 🎭";Bot
75663;2018-02-02 15:02:53.42 -02:00;1410060292437658@messenger.gw.msging.net;carnabelo@msging.net;MenuAgenda;User
